subject_id,study,cohort,race,gender,firstgen,total_sleep_time,frac_nights_with_data,cum_gpa,term_gpa,term_units,Zterm_units_ZofZ
19,2,uw1,1,1,1,411.2666667,0.535714286,3.265517103,3.1,15,0.373361342
32,2,uw1,1,1,1,405.2142857,1,3.17999955,3.5,10,-1.80457982
33,2,uw1,1,1,1,396.5,1,2.566666,2.992307,13,-0.497815123
34,2,uw1,1,1,1,389,0.535714286,3.740740481,3.478571,14,-0.06222689
37,2,uw1,1,1,1,434,1,3.6999995,3.192857,14,-0.06222689
42,2,uw1,1,1,1,425.4642857,1,3.799999864,3.95,10,-1.80457982
43,2,uw1,1,1,1,394.8928571,1,3.6999995,3.866666,12,-0.933403355
44,2,uw1,0,1,1,469.5,0.857142857,3.126470529,2.728571,14,-0.06222689
50,2,uw1,1,1,1,412.5555556,0.964285714,3.599999619,3.435714,14,-0.06222689
78,2,uw1,1,1,1,408.5555556,0.964285714,3.499999667,3.466666,15,0.373361342
80,2,uw1,1,1,1,430.037037,0.964285714,3.65,3.527777,18,1.680126039
82,2,uw1,1,1,1,398.5,1,3.796551103,3.666666,15,0.373361342
84,2,uw1,1,1,1,377.5357143,1,3.78399956,3.753846,13,-0.497815123
86,2,uw1,1,1,1,394.3928571,1,3.4875,3.646666,15,0.373361342
89,2,uw1,1,1,1,398.9166667,0.857142857,3.375,2.26923,13,-0.497815123
98,2,uw1,1,1,1,407.3214286,1,3.370967742,3.966666,15,0.373361342
108,2,uw1,1,1,1,498.9230769,0.928571429,3.249999679,3.076923,13,-0.497815123
117,2,uw1,1,1,1,390.4642857,1,3.351724138,2.690909,11,-1.368991587
125,2,uw1,1,1,1,367.8846154,0.928571429,3.279310103,3.766666,15,0.373361342
132,2,uw1,0,1,1,430.4285714,1,2.331817364,3.446153,13,-0.497815123
137,2,uw1,0,1,1,392.8518519,0.964285714,3.6599998,3.533333,15,0.373361342
144,2,uw1,1,1,1,335.1785714,1,3.35599984,2.871428,14,-0.06222689
149,2,uw1,0,1,1,369.2857143,1,2.7,3,12,-0.933403355
169,2,uw1,0,1,1,471.3214286,1,3.543749469,3.517647,17,1.244537807
174,2,uw1,1,1,1,404.9615385,0.928571429,2.310344414,3.376923,13,-0.497815123
176,2,uw1,1,1,1,374.8888889,0.964285714,2.249999462,2.870588,17,1.244537807
305,3,uw2,1,1,1,434.8571429,1,3.775,3.92,13,-1.000208817
325,3,uw2,1,1,1,353.3214286,1,3.010952381,3.39,16,0.561915066
328,3,uw2,1,1,1,349.5714286,1,3.835909091,3.85,13,-1.000208817
357,3,uw2,1,1,1,445.6428571,1,3.16,3.53,15,0.041207105
420,3,uw2,1,1,1,336.0416667,0.857142857,3.156818182,2.9,12,-1.520916778
421,3,uw2,1,1,1,416.1785714,1,3.201111111,3.62,18,1.603330987
433,3,uw2,1,1,1,438.8928571,1,3.534444444,3.72,14,-0.479500856
455,3,uw2,1,1,1,373.56,0.892857143,2.605714286,2.57,15,0.041207105
457,3,uw2,1,1,1,420.9166667,0.857142857,3.482173913,3.33,16,0.561915066
466,3,uw2,0,1,1,385.0357143,1,3.802083333,3.85,18,1.603330987
470,3,uw2,1,1,1,405.2272727,0.785714286,2.9855,1.55,11,-2.041624739
471,3,uw2,0,1,1,402.6,0.892857143,3.800454545,3.25,13,-1.000208817
473,3,uw2,0,1,1,410.1111111,0.964285714,3.662727273,3.35,13,-1.000208817
504,3,uw2,0,1,1,335.6296296,0.964285714,2.850714286,2.97,16,0.561915066
517,3,uw2,1,1,1,511.8,0.892857143,3.24,2.8,13,-1.000208817
526,3,uw2,1,1,1,409.75,1,3.26,3.52,13,-1.000208817
551,3,uw2,1,1,1,414.7692308,0.928571429,3.426551724,3.37,15,0.041207105
14847,4,nh,1,1,1,456.5666667,1,3.333166667,3.666833333, , 
18707,4,nh,1,1,1,419.9,1,2.9334,3.277833333, , 
79897,4,nh,1,1,1,384.2,1,3.722166667,3.722333333, , 
293,1,lac2,1,1,0,370.037037,0.931034483,4,3.76,49,0.11155726
294,1,lac2,1,1,0,406.76,0.862068966,4,3.55,49,0.11155726
297,1,lac2,0,1,0,253.7647059,0.586206897,3,3.59,46,-0.604268491
303,1,lac2,1,1,0,411.8518519,0.931034483,3.8,3.46,39,-2.274528576
304,1,lac2,0,1,0,408.1111111,0.931034483,3.17,3.5,39,-2.274528576
315,1,lac2,1,1,0,430.125,0.827586207,4,3.61,47,-0.365659907
321,1,lac2,1,1,0,357.72,0.862068966,4,3.44,54,1.304600178
333,1,lac2,1,1,0,402.1481481,0.931034483,3.79,4,46,-0.604268491
337,1,lac2,1,1,0,367.7586207,1,3.57,3.81,51,0.588774427
338,1,lac2,1,1,0,366.4074074,0.931034483,3.7,3.57,50,0.350165843
342,1,lac2,1,1,0,455.6153846,0.896551724,4,4,51,0.588774427
343,1,lac2,1,1,0,330.8947368,0.655172414,2.92,3.12,50,0.350165843
350,1,lac2,1,1,0,406.7307692,0.896551724,3.74,3.81,52,0.827383011
376,1,lac2,1,1,0,455.4285714,0.965517241,3.48,2.98,48,-0.127051324
378,1,lac2,1,1,0,299.0952381,0.724137931,4,4,51,0.588774427
379,1,lac2,1,1,0,343.0769231,0.896551724,3.07,4,48,-0.127051324
381,1,lac2,1,1,0,398,0.379310345,4,4,45,-0.842877075
390,1,lac2,1,1,0,283.1111111,0.620689655,3.81,3.56,48,-0.127051324
395,1,lac2,1,1,0,338.6785714,0.965517241,3.4,3.81,51,0.588774427
402,1,lac2,1,1,0,427.28,0.862068966,3.76,3.72,43,-1.320094242
412,1,lac2,1,1,0,397.9230769,0.448275862,3.6,4,51,0.588774427
413,1,lac2,1,1,0,413.7857143,0.965517241,3.79,3,51,0.588774427
422,1,lac2,1,1,0,373.88,0.862068966,3.29,3.28,45,-0.842877075
427,1,lac2,1,1,0,452.5333333,0.517241379,4,4,55,1.543208762
430,1,lac2,1,1,0,301.3103448,1,3.58,3.24,56,1.781817345
452,1,lac2,1,1,0,394.8275862,1,4,4,50,0.350165843
454,1,lac2,1,1,0,384.96,0.862068966,3.12,3.6,45,-0.842877075
461,1,lac2,1,1,0,424.6785714,0.965517241,3.81,3.59,49,0.11155726
463,1,lac2,1,1,0,341.4814815,0.931034483,3.49,3.6,45,-0.842877075
466,1,lac2,1,1,0,349.6315789,0.655172414,2.65,3.49,48,-0.127051324
473,1,lac2,1,1,0,400.5416667,0.827586207,3.25,2.49,38,-2.51313716
476,1,lac2,1,1,0,406.75,0.965517241,3.52,3.45,40,-2.035919993
483,1,lac2,1,1,0,336.1724138,1,3.78,3.8,49,0.11155726
487,1,lac2,0,1,0,219.875,0.551724138,2.78,1.5,46,-0.604268491
489,1,lac2,1,1,0,481.1785714,0.965517241,4,4,53,1.065991594
507,1,lac2,1,1,0,428.3684211,0.655172414,3.69,3.76,56,1.781817345
522,1,lac2,1,1,0,421.3529412,0.586206897,4,3.53,47,-0.365659907
525,1,lac2,1,1,0,351.2,0.862068966,3.55,2.6,53,1.065991594
559,1,lac2,1,1,0,370.4814815,0.931034483,3.57,3,48,-0.127051324
572,1,lac2,1,1,0,347.8571429,0.724137931,3.8,3.59,46,-0.604268491
595,1,lac2,0,1,0,408.2758621,1,2.49,2.84,49,0.11155726
644,1,lac2,1,1,0,415.7692308,0.896551724,3.17,2.8,46,-0.604268491
671,1,lac2,1,1,0,414.6923077,0.896551724,3.8,4,47,-0.365659907
4,2,uw1,1,1,0,447.5,0.928571429,3.7666665,3.5,14,-0.06222689
8,2,uw1,1,1,0,456.72,0.892857143,3.5999996,3.127777,18,1.680126039
14,2,uw1,1,1,0,518.5714286,1,3.533333,3.9,15,0.373361342
15,2,uw1,1,1,0,493.5714286,1,3.746153846,3.9,15,0.373361342
20,2,uw1,1,1,0,274.1785714,1,2.882758207,2.75,14,-0.06222689
22,2,uw1,1,1,0,494.3846154,0.928571429,3.15185137,3.1,15,0.373361342
23,2,uw1,1,1,0,444.8928571,1,2.915384,2.933333,15,0.373361342
24,2,uw1,1,1,0,382.1785714,1,3.451851556,3.8,15,0.373361342
26,2,uw1,1,1,0,467.1875,0.571428571,2.916666,1.7,15,0.373361342
30,2,uw1,1,1,0,438.7037037,0.964285714,3.33571375,3.933333,15,0.373361342
31,2,uw1,1,1,0,459.4814815,0.964285714,4,4,13,-0.497815123
35,2,uw1,1,1,0,441.0357143,1,3.532257903,3.6,15,0.373361342
46,2,uw1,1,1,0,328.8846154,0.928571429,3.651515121,3.344444,18,1.680126039
51,2,uw1,0,1,0,362.125,0.285714286,3.757575182,3.833333,15,0.373361342
55,2,uw1,0,1,0,255.3703704,0.964285714,3.346428179,2.5,10,-1.80457982
58,2,uw1,1,1,0,511.2592593,0.964285714,3.583333,3.55,10,-1.80457982
62,2,uw1,0,1,0,422.2727273,0.785714286,3.7799996,3.266666,15,0.373361342
64,2,uw1,1,1,0,442,0.714285714,3.8166665,3.933333,15,0.373361342
67,2,uw1,1,1,0,402.5925926,0.964285714,3.912902516,3.85,16,0.808949574
68,2,uw1,0,1,0,430.1428571,1,3.528571429,3.653846,13,-0.497815123
69,2,uw1,0,1,0,328.1666667,0.428571429,2.939285286,1.7,15,0.373361342
73,2,uw1,1,1,0,418.1666667,0.642857143,4,3.972727,11,-1.368991587
74,2,uw1,1,1,0,432.1851852,0.964285714,3.6999995,3.623076,13,-0.497815123
75,2,uw1,1,1,0,487.4642857,1,3.82,3.66923,13,-0.497815123
87,2,uw1,1,1,0,408.75,1,3.749999643,3.875,16,0.808949574
91,2,uw1,1,1,0,369.5357143,1,3.818749563,3.752941,17,1.244537807
92,2,uw1,1,1,0,485.7142857,1,3.077418968,3.230769,13,-0.497815123
93,2,uw1,1,1,0,485.1666667,0.214285714,3.856521391,3.95,10,-1.80457982
102,2,uw1,0,1,0,497.3571429,0.5,2.603447931,3.9,13,-0.497815123
103,2,uw1,1,1,0,383.6666667,0.857142857,3.913792345,4,15,0.373361342
106,2,uw1,0,1,0,291.4545455,0.392857143,3.45999992,3.566666,15,0.373361342
109,2,uw1,1,1,0,371.0769231,0.928571429,3.315151182,3.721428,14,-0.06222689
111,2,uw1,0,1,0,454.7058824,0.607142857,3.2799998,3.5,10,-1.80457982
113,2,uw1,0,1,0,355.8214286,1,3.3799998,3.5,15,0.373361342
115,2,uw1,1,1,0,380.1666667,0.214285714,3.4156245,3.233333,15,0.373361342
116,2,uw1,1,1,0,423.4666667,0.535714286,3.675,3.538461,13,-0.497815123
118,2,uw1,1,1,0,387.0434783,0.821428571,3.43999985,3.5,10,-1.80457982
122,2,uw1,1,1,0,482.6,0.357142857,3.326086652,3.033333,15,0.373361342
124,2,uw1,0,1,0,418.7,0.357142857,3.111110778,3.2,15,0.373361342
126,2,uw1,1,1,0,408.48,0.892857143,3.8799998,3.961538,13,-0.497815123
127,2,uw1,0,1,0,359.2307692,0.928571429,3.621739,3.592307,13,-0.497815123
128,2,uw1,1,1,0,412.3,0.357142857,3.8666665,3.966666,15,0.373361342
130,2,uw1,1,1,0,511.6071429,1,3.916666,3.9,15,0.373361342
136,2,uw1,1,1,0,458,1,3.7,3.933333,15,0.373361342
141,2,uw1,1,1,0,451.84,0.892857143,3.333332556,2.533333,15,0.373361342
146,2,uw1,1,1,0,392.5185185,0.964285714,3.955172,3.964285,14,-0.06222689
153,2,uw1,1,1,0,393.1071429,1,3.579999833,3.966666,12,-0.933403355
155,2,uw1,1,1,0,406.7142857,1,3.913792862,3.952941,17,1.244537807
157,2,uw1,1,1,0,361.8214286,1,3.458620069,3.55,10,-1.80457982
158,2,uw1,1,1,0,364.8846154,0.928571429,3.090624375,2.9,18,1.680126039
165,2,uw1,1,1,0,436.36,0.892857143,3.725806129,3.733333,15,0.373361342
166,2,uw1,1,1,0,432.5714286,1,3.892856357,3.833333,15,0.373361342
167,2,uw1,1,1,0,399.35,0.714285714,3.72,3.566666,15,0.373361342
170,2,uw1,1,1,0,487.0714286,1,3.7999995,3.766666,15,0.373361342
171,2,uw1,1,1,0,460.5384615,0.464285714,3.316666,3.233333,12,-0.933403355
175,2,uw1,1,1,0,413.6785714,1,3.7499995,3.744444,18,1.680126039
179,2,uw1,1,1,0,430.4642857,1,4,3.966666,15,0.373361342
180,2,uw1,0,1,0,447.8846154,0.928571429,2.637930517,3.483333,18,1.680126039
188,2,uw1,1,1,0,435.1785714,1,3.645454394,3.83125,16,0.808949574
191,2,uw1,0,1,0,388.9642857,1,3.299999586,3.4,15,0.373361342
193,2,uw1,1,1,0,374.4444444,0.964285714,3.910714143,3.8,15,0.373361342
195,2,uw1,1,1,0,404.375,0.285714286,2.608695217,2.866666,15,0.373361342
198,2,uw1,1,1,0,435.4347826,0.821428571,3.1999995,2.9,15,0.373361342
199,2,uw1,1,1,0,437.1363636,0.785714286,3.08,3.633333,15,0.373361342
306,3,uw2,1,1,0,421.6428571,1,3.865,3.87,15,0.041207105
307,3,uw2,1,1,0,434.1666667,0.857142857,3.458,3.29,14,-0.479500856
312,3,uw2,1,1,0,390.0416667,0.857142857,3.2928125,3.76,16,0.561915066
323,3,uw2,1,1,0,406.4583333,0.857142857,2.958275862,2.8,13,-1.000208817
324,3,uw2,1,1,0,460.173913,0.821428571,2.625,3,15,0.041207105
331,3,uw2,1,1,0,414.3913043,0.821428571,3.05,3.25,15,0.041207105
335,3,uw2,1,1,0,357.2142857,1,2.822222222,2.68,14,-0.479500856
338,3,uw2,1,1,0,412.6153846,0.928571429,3.695517241,3.84,16,0.561915066
339,3,uw2,1,1,0,485.1481481,0.964285714,3.702,3.79,12,-1.520916778
340,3,uw2,1,1,0,478.1666667,0.214285714,2.865,3.51,16,0.561915066
348,3,uw2,1,1,0,456,1,3.078888889,3.35,13,-1.000208817
351,3,uw2,1,1,0,432.9285714,1,3.405,3.04,12,-1.520916778
352,3,uw2,0,1,0,402.12,0.892857143,3.688928571,3.89,14,-0.479500856
354,3,uw2,1,1,0,371.2222222,0.964285714,3.823235294,3.95,18,1.603330987
355,3,uw2,1,1,0,323.4285714,1,3.57,3.63,16,0.561915066
356,3,uw2,1,1,0,428.25,1,3.726206897,3.59,18,1.603330987
360,3,uw2,1,1,0,349.3928571,1,2.98,3.07,15,0.041207105
363,3,uw2,1,1,0,435.6428571,0.5,3.775,3.7,15,0.041207105
364,3,uw2,1,1,0,449.3636364,0.785714286,3.500967742,3.47,16,0.561915066
365,3,uw2,1,1,0,387.9285714,1,2.947142857,3.33,17,1.082623027
366,3,uw2,0,1,0,486.6363636,0.785714286,3.0975,3.3,15,0.041207105
369,3,uw2,1,1,0,437.1851852,0.964285714,3.803333333,3.76,18,1.603330987
373,3,uw2,1,1,0,409.4814815,0.964285714,3.155454545,3.41,13,-1.000208817
378,3,uw2,1,1,0,456,0.964285714,3.88,3.78,13,-1.000208817
380,3,uw2,1,1,0,412.7692308,0.928571429,3.259655172,3.23,15,0.041207105
386,3,uw2,1,1,0,372.2857143,0.25,3.917419355,4,18,1.603330987
394,3,uw2,1,1,0,462.4285714,1,3.71,3.45,12,-1.520916778
399,3,uw2,0,1,0,433.1111111,0.964285714,3.730625,3.95,13,-1.000208817
401,3,uw2,1,1,0,436.9285714,1,3.57,3.49,14,-0.479500856
405,3,uw2,1,1,0,388.8928571,1,3.240625,3.59,14,-0.479500856
407,3,uw2,1,1,0,428.8823529,0.607142857,3.665862069,3.7,15,0.041207105
413,3,uw2,1,1,0,378.9130435,0.821428571,3.32037037,3.13,14,-0.479500856
418,3,uw2,1,1,0,396.6470588,0.607142857,3.78,3.8,17,1.082623027
422,3,uw2,0,1,0,478.52,0.892857143,2.830833333,3.08,18,1.603330987
435,3,uw2,1,1,0,417.2307692,0.928571429,3.315,3.53,15,0.041207105
439,3,uw2,1,1,0,370.6785714,1,3.653703704,3.3,14,-0.479500856
448,3,uw2,1,1,0,417.8846154,0.928571429,4,3.97,14,-0.479500856
454,3,uw2,1,1,0,365,1,3.25,3.27,15,0.041207105
458,3,uw2,1,1,0,451.962963,0.964285714,3.215,2.99,18,1.603330987
465,3,uw2,0,1,0,432.9230769,0.928571429,3.390357143,3.37,16,0.561915066
469,3,uw2,1,1,0,388.7407407,0.964285714,3.958857143,3.94,14,-0.479500856
485,3,uw2,1,1,0,367.4444444,0.321428571,2.9,3,15,0.041207105
490,3,uw2,1,1,0,459.6071429,1,2.998,3.4,15,0.041207105
494,3,uw2,1,1,0,411.5,0.857142857,3.724117647,3.86,18,1.603330987
499,3,uw2,0,1,0,413.52,0.892857143,3.946428571,3.93,15,0.041207105
503,3,uw2,1,1,0,402.9259259,0.964285714,3.492258065,2.94,14,-0.479500856
506,3,uw2,1,1,0,352.8148148,0.964285714,3.657272727,3.3,13,-1.000208817
509,3,uw2,1,1,0,349.5714286,1,3.635,3.83,18,1.603330987
510,3,uw2,1,1,0,368.2272727,0.785714286,2.83,2.67,15,0.041207105
511,3,uw2,1,1,0,410.5714286,0.75,3.862592593,3.8,15,0.041207105
513,3,uw2,1,1,0,449.56,0.892857143,3.611,3.09,14,-0.479500856
523,3,uw2,1,1,0,392.7857143,1,3.385,2.77,14,-0.479500856
534,3,uw2,1,1,0,393.4230769,0.928571429,3.052727273,3,15,0.041207105
541,3,uw2,1,1,0,382.75,1,3.154482759,3.28,12,-1.520916778
547,3,uw2,1,1,0,369.2692308,0.928571429,3.139259259,3.14,14,-0.479500856
557,3,uw2,0,1,0,391.9259259,0.964285714,2.799130435,2.86,16,0.561915066
559,3,uw2,1,1,0,399.1071429,1,3.680625,3.17,15,0.041207105
562,3,uw2,1,1,0,298.3333333,0.321428571,3.88,3.52,18,1.603330987
564,3,uw2,0,1,0,407.3846154,0.928571429,3.601034483,3.63,16,0.561915066
567,3,uw2,0,1,0,436.3181818,0.785714286,3.948275862,3.91,18,1.603330987
570,3,uw2,1,1,0,403.4814815,0.964285714,3.363703704,3.01,15,0.041207105
571,3,uw2,1,1,0,435.3461538,0.928571429,3.625454545,3.49,13,-1.000208817
10237,4,nh,1,1,0,427.8571429,0.933333333,3.111,3.333166667, , 
14279,4,nh,1,1,0,427.3333333,1,3.777833333,3.722166667, , 
15134,4,nh,1,1,0,350.95,0.666666667,3.6666,3.5555, , 
17308,4,nh,0,1,0,412.5,1,3.761857143,3.714428571, , 
21090,4,nh,1,1,0,425.1034483,0.966666667,3.9445,3.9445, , 
23270,4,nh,1,1,0,449.0344828,0.966666667,3.9445,3.904714286, , 
23518,4,nh,1,1,0,372.12,0.833333333,3.1336,3.4445, , 
26272,4,nh,1,1,0,304,0.8,3.904857143,3.476142857, , 
26320,4,nh,1,1,0,382.3666667,1,3.4445,3.777833333, , 
26858,4,nh,1,1,0,397.7666667,1,3.5,3.666666667, , 
27306,4,nh,1,1,0,374.1052632,0.633333333,3.0666,3.4668, , 
28327,4,nh,1,1,0,332.6666667,0.8,3.833333333,3.666666667, , 
30152,4,nh,1,1,0,324.0952381,0.7,3.389,3.7334, , 
30453,4,nh,0,1,0,282.625,0.266666667,3.222,3.611, , 
31294,4,nh,1,1,0,411.6428571,0.933333333,3.9445,3.888833333, , 
33657,4,nh,0,1,0,353.1666667,1,3.4002,3.0555, , 
33740,4,nh,0,1,0,419.5882353,0.566666667,3.428428571,3.5334, , 
34062,4,nh,1,1,0,375,0.833333333,3.5,3.555666667, , 
34467,4,nh,1,1,0,410.7777778,0.6,4,3.952428571, , 
35344,4,nh,0,1,0,404.3793103,0.966666667,4,3.833333333, , 
36552,4,nh,1,1,0,389.3666667,1,3.714428571,3.666666667, , 
36875,4,nh,1,1,0,407.1666667,0.8,3.4445,3.722333333, , 
37404,4,nh,1,1,0,383.6818182,0.733333333,3.833333333,3.833333333, , 
38293,4,nh,1,1,0,341.5172414,0.966666667,3.5555,2.9445, , 
38610,4,nh,1,1,0,379.2666667,1,3.888833333,3.666666667, , 
39146,4,nh,1,1,0,422.5,0.933333333,3.761857143,3.714428571, , 
42137,4,nh,1,1,0,359.5,0.933333333,3.555666667,3.666714286, , 
43794,4,nh,1,1,0,352.6296296,0.9,3.889,3.889, , 
44872,4,nh,1,1,0,318.1428571,0.233333333,3.9445,3.8335, , 
44927,4,nh,0,1,0,384,1,3.809714286,3.809571429, , 
45963,4,nh,0,1,0,377.0384615,0.866666667,3.666714286,3.952428571, , 
47024,4,nh,1,1,0,390.5238095,0.7,3.889,3.666666667, , 
47142,4,nh,1,1,0,407.6785714,0.933333333,3.761857143,3.833333333, , 
47810,4,nh,1,1,0,437.3333333,0.9,3.619142857,3.611166667, , 
48154,4,nh,1,1,0,462.3333333,0.9,3.571571429,3.619142857, , 
49086,4,nh,1,1,0,464.7333333,1,3.777833333,3.889, , 
49497,4,nh,1,1,0,348.4827586,0.966666667,3.722166667,3.777833333, , 
49790,4,nh,0,1,0,351.3448276,0.966666667,3.611333333,3.5, , 
51437,4,nh,1,1,0,340.8095238,0.7,3.714428571,3.762, , 
51475,4,nh,0,1,0,316.7857143,0.466666667,3.666666667,3.777666667, , 
57359,4,nh,0,1,0,446.7241379,0.966666667,3.857142857,4, , 
57443,4,nh,0,1,0,401.8571429,0.933333333,3.277833333,3.611166667, , 
62617,4,nh,1,1,0,465,1,3.777833333,3.722166667, , 
63138,4,nh,1,1,0,441.5862069,0.966666667,3.9445,3.91675, , 
63419,4,nh,0,1,0,330.5185185,0.9,3.291625,3.333285714, , 
63904,4,nh,1,1,0,336.9285714,0.933333333,3.611333333,3.857142857, , 
64232,4,nh,1,1,0,404.3103448,0.966666667,3.277833333,3.5555, , 
72348,4,nh,1,1,0,485.4333333,1,3.888833333,3.666666667, , 
72806,4,nh,1,1,0,467.68,0.833333333,3.778,3.9445, , 
75149,4,nh,1,1,0,300.8095238,0.7,3.111166667,3.1665, , 
77036,4,nh,1,1,0,474.8,1,3.3335,3.2, , 
79167,4,nh,1,1,0,390.9310345,0.966666667,3.5,3.857285714, , 
79352,4,nh,1,1,0,306.3214286,0.933333333,3.722333333,3.555666667, , 
82986,4,nh,0,1,0,272.5862069,0.966666667,3.5334,3.166666667, , 
83005,4,nh,0,1,0,423.7333333,1,3.8335,3.9445, , 
83536,4,nh,0,1,0,452.7,1,3.833333333,3.555666667, , 
83566,4,nh,1,1,0,454.6666667,1,3.555666667,3.5555, , 
83612,4,nh,1,1,0,382.6818182,0.733333333,3.761857143,3.9445, , 
84011,4,nh,1,1,0,375.0689655,0.966666667,3.857142857,4, , 
88185,4,nh,1,1,0,420.9333333,1,3.722333333,3.9445, , 
89652,4,nh,1,1,0,419.4,0.833333333,3.762,3.952428571, , 
93002,4,nh,1,1,0,391.0769231,0.866666667,3.380857143,3.714428571, , 
93699,4,nh,1,1,0,334.6428571,0.933333333,3.4445,3.555666667, , 
97990,4,nh,1,1,0,318.125,0.533333333,3.611166667,3.4445, , 
98700,4,nh,1,1,0,427.5517241,0.966666667,3.8335,3.722166667, , 
99733,4,nh,1,1,0,324.3333333,0.9,3.3335,3.222166667, , 
